Order,Word,Translation,corrAnsEspV,practiceListA,practiceListA0,practiceListA1,practiceListA2,practiceListA3,practiceListA4,practiceListA5,practiceListA6,practiceListA7,conditionA,stimuliListA0,stimuliListA1,stimuliListA2,stimuliListA3,stimuliListA4,stimuliListA5,stimuliListA6,stimuliListA7,stimuliListA8,stimuliListA9,stimuliListA10,stimuliListA11,stimuliListA12,stimuliListA13,stimuliListA14,stimuliListA15,stimuliListA16,stimuliListA17,stimuliListA18,stimuliListA19,stimuliListA20,stimuliListA21,stimuliListA22,stimuliListA23,stimuliListA24,stimuliListA25,stimuliListA26,stimuliListA27,stimuliListA28,stimuliListA29,stimuliListA30,stimuliListA31,stimuliListA32,stimuliListA33,stimuliListA34,stimuliListA35,stimuliListA36,stimuliListA37,stimuliListA38,stimuliListA39,stimuliListA40,stimuliListA41,stimuliListA42,stimuliListA43,stimuliListA44,stimuliListA45,stimuliListA46,stimuliListA47,syllabification,corrSyl,corrAns,keyCVC,keyCV,corrAnsEngV,questionNum,color,sectionEng,questionTextEng,languageEng,sectionEsp,questionTextEsp,languageEsp,lexEspLoop.thisRepN,lexEspLoop.thisTrialN,lexEspLoop.thisN,lexEspLoop.thisIndex,pracTarLoop.thisRepN,pracTarLoop.thisTrialN,pracTarLoop.thisN,pracTarLoop.thisIndex,pracTrialLoop.thisRepN,pracTrialLoop.thisTrialN,pracTrialLoop.thisN,pracTrialLoop.thisIndex,expTarLoop.thisRepN,expTarLoop.thisTrialN,expTarLoop.thisN,expTarLoop.thisIndex,expTrialLoop.thisRepN,expTrialLoop.thisTrialN,expTrialLoop.thisN,expTrialLoop.thisIndex,sylPracLoop.thisRepN,sylPracLoop.thisTrialN,sylPracLoop.thisN,sylPracLoop.thisIndex,syllableLoop.thisRepN,syllableLoop.thisTrialN,syllableLoop.thisN,syllableLoop.thisIndex,lexEngLoop.thisRepN,lexEngLoop.thisTrialN,lexEngLoop.thisN,lexEngLoop.thisIndex,trials_blp_hist.thisRepN,trials_blp_hist.thisTrialN,trials_blp_hist.thisN,trials_blp_hist.thisIndex,trials_blp_use.thisRepN,trials_blp_use.thisTrialN,trials_blp_use.thisN,trials_blp_use.thisIndex,trials_blp_prof.thisRepN,trials_blp_prof.thisTrialN,trials_blp_prof.thisN,trials_blp_prof.thisIndex,trials_blp_att.thisRepN,trials_blp_att.thisTrialN,trials_blp_att.thisN,trials_blp_att.thisIndex,lexEsp_key_resp.keys,lexEsp_key_resp.corr,lexEsp_key_resp.rt,seg_key_resp.keys,seg_key_resp.rt,expSyl_key_resp.keys,expSyl_key_resp.corr,expSyl_key_resp.rt,lexEng_key_resp.keys,lexEng_key_resp.corr,lexEng_key_resp.rt,rating_lang_hist.response,rating_lang_hist.rt,rating_blp_use.response,rating_lang_prof.response,rating_lang_prof.rt,rating_lang_att.response,rating_lang_att.rt,01_Participante (Participant):,02_Sesión (Session):,03_Nombre (First name):,04_Apellido (Last name):,05_Edad (Age):,06_Sexo (Gender):,07_País de nacimiento (Birth country):,08_Lugar de residencia (Place of residence):,09_Nivel más alto de formación académica (Highest level of formal education):,10_Idioma preferido (Preferred language):,date,expName,psychopyVersion,frameRate,
11,cenefa,edging,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,13,13,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,1.316969527000765,,,,,,,,,,,,,,,,part100,A,John,Smith,19,Hombre,Estados Unidos,Tucson,Un poco de universidad,inglés,2019_Jun_03_1201,Segmentation,3.0.7,60.05045703599406,
12,asesinato,murder,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,14,14,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0.8225402949992713,,,,,,,,,,,,,,,,part100,A,John,Smith,19,Hombre,Estados Unidos,Tucson,Un poco de universidad,inglés,2019_Jun_03_1201,Segmentation,3.0.7,60.05045703599406,
13,helar,freeze,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,15,15,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,0.9000596269997914,,,,,,,,,,,,,,,,part100,A,John,Smith,19,Hombre,Estados Unidos,Tucson,Un poco de universidad,inglés,2019_Jun_03_1201,Segmentation,3.0.7,60.05045703599406,
14,yunque,anvil,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,16,16,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0.48567858100068406,,,,,,,,,,,,,,,,part100,A,John,Smith,19,Hombre,Estados Unidos,Tucson,Un poco de universidad,inglés,2019_Jun_03_1201,Segmentation,3.0.7,60.05045703599406,
15,regar,water,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,17,17,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,0.5682283629994345,,,,,,,,,,,,,,,,part100,A,John,Smith,19,Hombre,Estados Unidos,Tucson,Un poco de universidad,inglés,2019_Jun_03_1201,Segmentation,3.0.7,60.05045703599406,
16,abracer,NW,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,18,18,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0.684474396000951,,,,,,,,,,,,,,,,part100,A,John,Smith,19,Hombre,Estados Unidos,Tucson,Un poco de universidad,inglés,2019_Jun_03_1201,Segmentation,3.0.7,60.05045703599406,
17,floroso,NW,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,19,19,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,0.549789469998359,,,,,,,,,,,,,,,,part100,A,John,Smith,19,Hombre,Estados Unidos,Tucson,Un poco de universidad,inglés,2019_Jun_03_1201,Segmentation,3.0.7,60.05045703599406,
18,arsa,NW,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,20,20,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,0.7346578169999702,,,,,,,,,,,,,,,,part100,A,John,Smith,19,Hombre,Estados Unidos,Tucson,Un poco de universidad,inglés,2019_Jun_03_1201,Segmentation,3.0.7,60.05045703599406,
19,brecedad,NW,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,21,21,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,0.6671655329992063,,,,,,,,,,,,,,,,part100,A,John,Smith,19,Hombre,Estados Unidos,Tucson,Un poco de universidad,inglés,2019_Jun_03_1201,Segmentation,3.0.7,60.05045703599406,
20,ávido,avid,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,22,22,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0.5522966970002017,,,,,,,,,,,,,,,,part100,A,John,Smith,19,Hombre,Estados Unidos,Tucson,Un poco de universidad,inglés,2019_Jun_03_1201,Segmentation,3.0.7,60.05045703599406,
21,capillo,NW,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,23,23,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0.553205643000183,,,,,,,,,,,,,,,,part100,A,John,Smith,19,Hombre,Estados Unidos,Tucson,Un poco de universidad,inglés,2019_Jun_03_1201,Segmentation,3.0.7,60.05045703599406,
22,lacayo,lackey,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,24,24,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,0.8004909829996905,,,,,,,,,,,,,,,,part100,A,John,Smith,19,Hombre,Estados Unidos,Tucson,Un poco de universidad,inglés,2019_Jun_03_1201,Segmentation,3.0.7,60.05045703599406,
23,lampera,NW,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,25,25,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0.6850227680006356,,,,,,,,,,,,,,,,part100,A,John,Smith,19,Hombre,Estados Unidos,Tucson,Un poco de universidad,inglés,2019_Jun_03_1201,Segmentation,3.0.7,60.05045703599406,
24,látigo,whip,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,26,26,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,0.6989577140011534,,,,,,,,,,,,,,,,part100,A,John,Smith,19,Hombre,Estados Unidos,Tucson,Un poco de universidad,inglés,2019_Jun_03_1201,Segmentation,3.0.7,60.05045703599406,
25,bisagra,hinge,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,27,27,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0.6512333150003542,,,,,,,,,,,,,,,,part100,A,John,Smith,19,Hombre,Estados Unidos,Tucson,Un poco de universidad,inglés,2019_Jun_03_1201,Segmentation,3.0.7,60.05045703599406,
26,secuestro,kidnapping,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,28,28,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,0.7028542419993755,,,,,,,,,,,,,,,,part100,A,John,Smith,19,Hombre,Estados Unidos,Tucson,Un poco de universidad,inglés,2019_Jun_03_1201,Segmentation,3.0.7,60.05045703599406,
27,acutación,NW,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,29,29,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1.116452546999426,,,,,,,,,,,,,,,,part100,A,John,Smith,19,Hombre,Estados Unidos,Tucson,Un poco de universidad,inglés,2019_Jun_03_1201,Segmentation,3.0.7,60.05045703599406,
28,merodear,prowl,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,30,30,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,0.9005132879992743,,,,,,,,,,,,,,,,part100,A,John,Smith,19,Hombre,Estados Unidos,Tucson,Un poco de universidad,inglés,2019_Jun_03_1201,Segmentation,3.0.7,60.05045703599406,
29,decar,NW,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,31,31,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0.836430384999403,,,,,,,,,,,,,,,,part100,A,John,Smith,19,Hombre,Estados Unidos,Tucson,Un poco de universidad,inglés,2019_Jun_03_1201,Segmentation,3.0.7,60.05045703599406,
30,alardio,NW,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,32,32,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1.1142691730001388,,,,,,,,,,,,,,,,part100,A,John,Smith,19,Hombre,Estados Unidos,Tucson,Un poco de universidad,inglés,2019_Jun_03_1201,Segmentation,3.0.7,60.05045703599406,
31,pandilla,gang,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,33,33,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0.5994786510000267,,,,,,,,,,,,,,,,part100,A,John,Smith,19,Hombre,Estados Unidos,Tucson,Un poco de universidad,inglés,2019_Jun_03_1201,Segmentation,3.0.7,60.05045703599406,
32,fatacidad,NW,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,34,34,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0.6186279169996851,,,,,,,,,,,,,,,,part100,A,John,Smith,19,Hombre,Estados Unidos,Tucson,Un poco de universidad,inglés,2019_Jun_03_1201,Segmentation,3.0.7,60.05045703599406,
33,pauca,NW,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,35,35,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,0.9167468569994526,,,,,,,,,,,,,,,,part100,A,John,Smith,19,Hombre,Estados Unidos,Tucson,Un poco de universidad,inglés,2019_Jun_03_1201,Segmentation,3.0.7,60.05045703599406,
34,aviso,notice,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,36,36,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0.568553773999156,,,,,,,,,,,,,,,,part100,A,John,Smith,19,Hombre,Estados Unidos,Tucson,Un poco de universidad,inglés,2019_Jun_03_1201,Segmentation,3.0.7,60.05045703599406,
35,rompido,NW,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,37,37,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0.8683722050009237,,,,,,,,,,,,,,,,part100,A,John,Smith,19,Hombre,Estados Unidos,Tucson,Un poco de universidad,inglés,2019_Jun_03_1201,Segmentation,3.0.7,60.05045703599406,
36,loro,parrot,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,38,38,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,0.7838438969993149,,,,,,,,,,,,,,,,part100,A,John,Smith,19,Hombre,Estados Unidos,Tucson,Un poco de universidad,inglés,2019_Jun_03_1201,Segmentation,3.0.7,60.05045703599406,
37,granuja,rascal,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,39,39,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0.7016311030001816,,,,,,,,,,,,,,,,part100,A,John,Smith,19,Hombre,Estados Unidos,Tucson,Un poco de universidad,inglés,2019_Jun_03_1201,Segmentation,3.0.7,60.05045703599406,
38,estornudar,sneeze,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,40,40,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0.7519673469996633,,,,,,,,,,,,,,,,part100,A,John,Smith,19,Hombre,Estados Unidos,Tucson,Un poco de universidad,inglés,2019_Jun_03_1201,Segmentation,3.0.7,60.05045703599406,
39,torpe,clumsy,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,41,41,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,0.46973325299950375,,,,,,,,,,,,,,,,part100,A,John,Smith,19,Hombre,Estados Unidos,Tucson,Un poco de universidad,inglés,2019_Jun_03_1201,Segmentation,3.0.7,60.05045703599406,
40,alfombra,carpet,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,42,42,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0.5340520249992551,,,,,,,,,,,,,,,,part100,A,John,Smith,19,Hombre,Estados Unidos,Tucson,Un poco de universidad,inglés,2019_Jun_03_1201,Segmentation,3.0.7,60.05045703599406,
41,rebuscar,rummage,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,43,43,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0.6836107859999174,,,,,,,,,,,,,,,,part100,A,John,Smith,19,Hombre,Estados Unidos,Tucson,Un poco de universidad,inglés,2019_Jun_03_1201,Segmentation,3.0.7,60.05045703599406,
